frame,time_s,fused_u,fused_v,du_fused,dv_fused,radar_x,radar_y,radar_z,dx_radar,dy_radar,yolo_cx,yolo_cy,yolo_w,yolo_h,du_yolo,dv_yolo,range_m,vel_mps,confidence
159,18.626,814.5,625.9,0.0,0.0,-0.227,3.940,-0.045,0.009,0.281,814.5,625.9,228.1,812.5,0.0,0.0,3.94,0.00,0.81
160,21.282,762.1,615.3,-52.5,-10.5,-0.262,3.777,-0.145,-0.035,-0.163,762.1,615.3,266.9,773.7,-52.5,-10.5,3.78,0.03,0.82
161,21.284,762.1,615.3,0.0,0.0,-0.291,3.690,-0.217,-0.030,-0.088,762.1,615.3,266.9,773.7,0.0,0.0,3.69,0.05,0.82
162,21.297,765.3,615.0,3.2,-0.3,-0.312,3.632,-0.264,-0.021,-0.057,765.3,615.0,268.5,773.1,3.2,-0.3,3.63,0.06,0.82
163,21.309,765.3,615.0,0.0,0.0,-0.327,3.595,-0.294,-0.015,-0.038,765.3,615.0,268.5,773.1,0.0,0.0,3.59,0.07,0.82
164,21.319,765.3,615.0,0.0,0.0,-0.338,3.570,-0.315,-0.011,-0.025,765.3,615.0,268.5,773.1,0.0,0.0,3.57,0.07,0.82
165,21.329,769.2,605.5,3.9,-9.5,-0.346,3.553,-0.328,-0.008,-0.016,769.2,605.5,270.6,754.9,3.9,-9.5,3.55,0.08,0.78
166,21.782,826.0,623.0,56.8,17.5,-0.359,3.541,-0.338,-0.012,-0.012,826.0,623.0,295.6,774.8,56.8,17.5,3.54,0.08,0.85
167,21.787,826.0,623.0,0.0,0.0,-0.368,3.532,-0.345,-0.009,-0.008,826.0,623.0,295.6,774.8,0.0,0.0,3.53,0.08,0.85
168,22.232,866.4,624.5,40.5,1.5,-0.345,3.563,-0.143,0.023,0.030,866.4,624.5,217.1,771.8,40.5,1.5,3.56,0.05,0.85
169,22.238,866.4,624.5,0.0,0.0,-0.298,3.877,-0.155,0.047,0.314,866.4,624.5,217.1,771.8,0.0,0.0,3.88,0.04,0.85
170,22.249,871.6,607.3,5.2,-17.2,-0.267,4.082,-0.163,0.031,0.204,368.0,784.6,728.4,558.2,-498.5,160.2,4.08,0.02,0.85
171,22.260,871.6,607.3,0.0,0.0,-0.328,4.357,0.017,-0.061,0.275,368.0,784.6,728.4,558.2,0.0,0.0,4.36,0.01,0.85
172,22.271,872.2,631.1,0.6,23.8,-0.367,4.535,0.134,-0.039,0.179,872.2,631.1,214.9,782.6,504.3,-153.5,4.54,0.01,0.85
173,22.733,921.7,623.2,49.5,-7.9,-0.393,4.652,0.210,-0.026,0.116,367.8,785.8,725.1,557.9,-504.5,154.7,4.65,0.01,0.86
174,22.735,921.7,623.2,0.0,0.0,-0.410,4.727,0.260,-0.017,0.076,367.8,785.8,725.1,557.9,0.0,0.0,4.73,0.00,0.86
175,23.082,978.4,637.6,56.7,14.3,-0.399,4.502,0.305,0.011,-0.225,366.8,785.7,725.2,557.7,-1.0,-0.1,4.50,0.03,0.82
176,23.086,978.4,637.6,0.0,0.0,-0.390,4.358,0.328,0.009,-0.144,366.8,785.7,725.2,557.7,0.0,0.0,4.36,0.04,0.82
177,23.092,978.4,637.6,0.0,0.0,-0.384,4.265,0.342,0.006,-0.094,366.8,785.7,725.2,557.7,0.0,0.0,4.26,0.06,0.82
178,23.104,984.0,637.8,5.6,0.2,-0.380,4.203,0.350,0.005,-0.061,367.1,784.3,723.0,557.6,0.4,-1.4,4.20,0.06,0.84
179,23.118,984.0,637.8,0.0,0.0,-0.374,4.163,0.355,0.005,-0.040,367.1,784.3,723.0,557.6,0.0,0.0,4.16,0.07,0.84
180,23.124,984.0,637.8,0.0,0.0,-0.369,4.137,0.358,0.005,-0.026,367.1,784.3,723.0,557.6,0.0,0.0,4.14,0.07,0.84
181,23.583,1018.4,643.0,34.4,5.3,-0.378,4.048,0.421,-0.009,-0.089,367.7,783.9,724.9,556.2,0.6,-0.4,4.05,0.11,0.86
182,23.588,1018.4,643.0,0.0,0.0,-0.383,3.990,0.454,-0.005,-0.058,367.7,783.9,724.9,556.2,0.0,0.0,3.99,0.13,0.86
183,23.594,1018.4,643.0,0.0,0.0,-0.385,3.951,0.468,-0.002,-0.039,367.7,783.9,724.9,556.2,0.0,0.0,3.95,0.16,0.86
184,23.606,1018.4,643.0,0.0,0.0,-0.383,3.925,0.470,0.002,-0.026,367.7,783.9,724.9,556.2,0.0,0.0,3.92,0.17,0.86
185,23.831,1097.9,638.6,79.5,-4.4,-0.274,3.416,0.317,0.109,-0.509,365.5,784.6,726.6,557.5,-2.2,0.6,3.42,0.25,0.87
186,23.840,1109.4,638.7,11.5,0.1,-0.201,3.084,0.211,0.074,-0.332,1109.4,638.7,241.7,795.7,743.9,-145.9,3.08,0.31,0.88
187,23.851,1109.4,638.7,0.0,0.0,-0.150,2.867,0.136,0.051,-0.217,1109.4,638.7,241.7,795.7,0.0,0.0,2.87,0.34,0.88
188,23.862,1109.4,638.7,0.0,0.0,-0.109,2.733,0.071,0.041,-0.134,1109.4,638.7,241.7,795.7,0.0,0.0,2.73,0.37,0.88
189,23.873,1109.4,638.7,0.0,0.0,-0.079,2.644,0.022,0.030,-0.088,1109.4,638.7,241.7,795.7,0.0,0.0,2.64,0.39,0.88
190,24.332,1476.9,778.9,367.4,140.2,0.662,2.928,-0.381,0.741,0.283,367.8,785.0,727.3,556.2,-741.7,146.3,2.93,0.12,0.68
191,24.335,1477.1,776.5,0.3,-2.4,0.663,2.926,-0.382,0.001,-0.002,366.1,784.2,724.7,557.1,-1.7,-0.8,2.93,0.12,0.63
192,24.582,1476.8,780.5,-0.3,4.0,0.669,2.919,-0.385,0.006,-0.007,367.3,784.8,726.4,559.6,1.2,0.6,2.92,0.12,0.60
193,24.587,1476.8,780.5,0.0,0.0,0.674,2.913,-0.388,0.005,-0.006,367.3,784.8,726.4,559.6,0.0,0.0,2.91,0.12,0.60
194,25.035,1257.2,645.4,-219.6,-135.1,0.122,2.570,-0.428,-0.553,-0.343,368.1,783.9,725.6,556.7,0.8,-0.8,2.57,0.27,0.81
195,25.043,1257.2,645.4,0.0,0.0,0.201,2.601,-0.454,0.079,0.031,368.1,783.9,725.6,556.7,0.0,0.0,2.60,0.27,0.81
196,25.052,1253.9,646.2,-3.3,0.8,0.254,2.619,-0.474,0.053,0.019,366.8,784.6,725.2,557.5,-1.3,0.6,2.62,0.27,0.82
197,25.065,1253.9,646.2,0.0,0.0,0.290,2.631,-0.491,0.036,0.011,366.8,784.6,725.2,557.5,0.0,0.0,2.63,0.27,0.82
198,25.077,1253.9,646.2,0.0,0.0,0.315,2.637,-0.506,0.025,0.006,366.8,784.6,725.2,557.5,0.0,0.0,2.64,0.27,0.82
199,25.533,1357.9,638.4,104.0,-7.8,0.375,2.660,-0.407,0.060,0.024,366.8,784.5,724.7,557.3,0.1,-0.1,2.66,0.26,0.87
200,25.540,1357.9,638.4,0.0,0.0,0.414,2.675,-0.344,0.039,0.014,366.8,784.5,724.7,557.3,0.0,0.0,2.67,0.25,0.87
201,25.551,1357.9,638.4,0.0,0.0,0.440,2.682,-0.306,0.026,0.008,366.8,784.5,724.7,557.3,0.0,0.0,2.68,0.24,0.87
202,25.561,1357.9,638.4,0.0,0.0,0.458,2.686,-0.283,0.018,0.004,366.8,784.5,724.7,557.3,0.0,0.0,2.69,0.24,0.87
203,25.572,1358.2,638.4,0.3,0.0,0.470,2.687,-0.270,0.012,0.001,368.2,784.6,723.6,557.4,1.3,0.2,2.69,0.24,0.85
204,25.981,1356.2,649.4,-2.0,11.0,0.514,2.735,-0.177,0.044,0.048,368.8,784.4,723.4,557.4,0.7,-0.2,2.74,0.20,0.73
205,25.985,1356.2,649.4,0.0,0.0,0.543,2.765,-0.116,0.028,0.030,368.8,784.4,723.4,557.4,0.0,0.0,2.76,0.18,0.73
206,25.993,1356.2,649.4,0.0,0.0,0.560,2.782,-0.076,0.018,0.018,368.8,784.4,723.4,557.4,0.0,0.0,2.78,0.17,0.73
207,26.003,1356.2,649.4,0.0,0.0,0.571,2.792,-0.049,0.011,0.010,368.8,784.4,723.4,557.4,0.0,0.0,2.79,0.16,0.73
208,26.014,1356.2,649.4,0.0,0.0,0.578,2.797,-0.032,0.007,0.005,368.8,784.4,723.4,557.4,0.0,0.0,2.80,0.15,0.73
209,26.026,1356.2,649.4,0.0,0.0,0.582,2.799,-0.020,0.004,0.002,368.8,784.4,723.4,557.4,0.0,0.0,2.80,0.15,0.73
210,26.481,1416.6,644.3,60.4,-5.1,0.581,2.795,-0.232,-0.001,-0.005,367.9,784.4,726.8,557.4,-0.9,0.0,2.79,0.13,0.73
211,26.487,1416.6,644.3,0.0,0.0,0.581,2.790,-0.371,0.000,-0.004,367.9,784.4,726.8,557.4,0.0,0.0,2.79,0.13,0.73
212,26.833,1397.0,647.5,-19.5,3.2,0.584,2.779,-0.469,0.003,-0.011,1397.0,647.5,297.1,771.8,1029.1,-137.0,2.78,0.12,0.87
213,26.838,1397.0,647.5,0.0,0.0,0.587,2.770,-0.533,0.003,-0.009,1397.0,647.5,297.1,771.8,0.0,0.0,2.77,0.12,0.87
214,27.231,1329.1,639.6,-67.9,-7.9,0.592,2.755,-0.584,0.005,-0.015,367.3,784.7,726.4,557.6,-1029.7,137.3,2.75,0.11,0.82
215,27.234,1329.1,639.6,0.0,0.0,0.596,2.743,-0.618,0.004,-0.011,367.3,784.7,726.4,557.6,0.0,0.0,2.74,0.11,0.82
216,27.243,1329.1,639.6,0.0,0.0,0.599,2.734,-0.641,0.003,-0.009,367.3,784.7,726.4,557.6,0.0,0.0,2.73,0.11,0.82
217,27.254,1322.8,641.5,-6.3,1.9,0.602,2.727,-0.658,0.003,-0.007,366.8,784.5,726.2,557.2,-0.5,-0.2,2.73,0.11,0.81
218,27.264,1322.8,641.5,0.0,0.0,0.604,2.721,-0.669,0.002,-0.006,366.8,784.5,726.2,557.2,0.0,0.0,2.72,0.11,0.81
219,27.536,1274.6,650.7,-48.2,9.3,0.606,2.714,-0.680,0.002,-0.007,1274.6,650.7,256.5,778.4,907.8,-133.8,2.71,0.11,0.89
220,27.537,1274.6,650.7,0.0,0.0,0.609,2.709,-0.687,0.002,-0.006,1274.6,650.7,256.5,778.4,0.0,0.0,2.71,0.11,0.89
221,27.545,1274.6,650.7,0.0,0.0,0.610,2.704,-0.694,0.002,-0.005,1274.6,650.7,256.5,778.4,0.0,0.0,2.70,0.11,0.89
222,27.555,1274.6,650.7,0.0,0.0,0.612,2.699,-0.699,0.002,-0.005,1274.6,650.7,256.5,778.4,0.0,0.0,2.70,0.11,0.89
223,27.566,1272.1,650.1,-2.5,-0.6,0.614,2.694,-0.704,0.002,-0.005,1272.1,650.1,255.9,778.4,-2.5,-0.6,2.69,0.11,0.89
224,27.577,1272.1,650.1,0.0,0.0,0.615,2.690,-0.708,0.002,-0.004,1272.1,650.1,255.9,778.4,0.0,0.0,2.69,0.11,0.89
225,28.532,1693.0,896.4,420.9,246.3,0.616,2.899,-0.569,0.001,0.209,366.8,784.7,726.9,557.6,-905.2,134.6,2.90,0.12,0.34
226,28.541,1114.6,632.2,-578.4,-264.2,0.545,2.695,-0.601,-0.071,-0.204,366.8,784.7,726.9,557.6,0.0,0.0,2.69,0.09,0.84
227,28.542,1114.6,632.2,0.0,0.0,0.435,2.744,-0.547,-0.110,0.049,366.8,784.7,726.9,557.6,0.0,0.0,2.74,0.08,0.84
228,28.544,1114.6,632.2,0.0,0.0,0.362,2.775,-0.511,-0.073,0.031,366.8,784.7,726.9,557.6,0.0,0.0,2.78,0.08,0.84
229,28.553,1114.6,632.2,0.0,0.0,0.314,2.795,-0.489,-0.048,0.020,366.8,784.7,726.9,557.6,0.0,0.0,2.79,0.07,0.84
230,28.564,1114.6,632.2,0.0,0.0,0.282,2.807,-0.474,-0.032,0.012,366.8,784.7,726.9,557.6,0.0,0.0,2.81,0.07,0.84
231,28.574,1114.6,632.2,0.0,0.0,0.260,2.814,-0.464,-0.022,0.007,366.8,784.7,726.9,557.6,0.0,0.0,2.81,0.07,0.84
232,29.031,1042.9,638.7,-71.7,6.5,0.224,2.810,-0.484,-0.036,-0.004,367.2,784.2,727.7,557.8,0.4,-0.5,2.81,0.07,0.85
233,29.037,1042.9,638.7,0.0,0.0,0.200,2.806,-0.496,-0.024,-0.004,367.2,784.2,727.7,557.8,0.0,0.0,2.81,0.07,0.85
234,29.044,1042.9,638.7,0.0,0.0,0.183,2.803,-0.505,-0.017,-0.003,367.2,784.2,727.7,557.8,0.0,0.0,2.80,0.08,0.85
235,29.056,1039.2,637.0,-3.7,-1.7,0.154,2.802,-0.505,-0.029,-0.002,1039.2,637.0,284.1,825.2,672.0,-147.2,2.80,0.08,0.86
236,29.064,1039.2,637.0,0.0,0.0,0.156,2.793,-0.504,0.003,-0.008,1039.2,637.0,284.1,825.2,0.0,0.0,2.79,0.08,0.86
237,29.075,1039.2,637.0,0.0,0.0,0.143,2.783,-0.485,-0.013,-0.010,1039.2,637.0,284.1,825.2,0.0,0.0,2.78,0.08,0.86
238,29.381,976.7,635.2,-62.5,-1.8,0.132,2.775,-0.473,-0.011,-0.008,976.7,635.2,276.7,819.9,-62.5,-1.8,2.77,0.08,0.85
239,29.389,976.7,635.2,0.0,0.0,0.118,2.762,-0.444,-0.014,-0.012,976.7,635.2,276.7,819.9,0.0,0.0,2.76,0.09,0.85
240,29.399,976.7,635.2,0.0,0.0,0.108,2.753,-0.426,-0.011,-0.009,976.7,635.2,276.7,819.9,0.0,0.0,2.75,0.09,0.85
241,29.410,976.7,635.2,0.0,0.0,0.099,2.747,-0.413,-0.008,-0.007,976.7,635.2,276.7,819.9,0.0,0.0,2.75,0.09,0.85
242,29.424,972.0,636.0,-4.7,0.7,0.100,2.740,-0.401,0.000,-0.007,972.0,636.0,270.3,818.9,-4.7,0.7,2.74,0.09,0.86
243,29.882,984.9,640.2,12.9,4.2,0.066,2.717,-0.359,-0.034,-0.023,984.9,640.2,253.4,782.6,12.9,4.2,2.72,0.10,0.90
244,29.892,984.9,640.2,0.0,0.0,0.042,2.701,-0.332,-0.024,-0.016,984.9,640.2,253.4,782.6,0.0,0.0,2.70,0.11,0.90
245,29.903,984.9,640.2,0.0,0.0,0.025,2.689,-0.313,-0.017,-0.012,984.9,640.2,253.4,782.6,0.0,0.0,2.69,0.12,0.90
246,29.914,984.9,640.2,0.0,0.0,0.015,2.681,-0.292,-0.010,-0.008,984.9,640.2,253.4,782.6,0.0,0.0,2.68,0.12,0.90
247,29.925,984.9,640.2,0.0,0.0,0.007,2.674,-0.278,-0.008,-0.006,984.9,640.2,253.4,782.6,0.0,0.0,2.67,0.13,0.90
248,30.387,1031.5,643.5,46.6,3.3,-0.013,2.685,-0.250,-0.020,0.010,1031.5,643.5,261.8,763.8,46.6,3.3,2.68,0.13,0.88
249,30.388,1031.5,643.5,0.0,0.0,-0.030,2.683,-0.241,-0.017,-0.001,1031.5,643.5,261.8,763.8,0.0,0.0,2.68,0.13,0.88
250,30.681,1029.6,647.6,-1.9,4.1,0.020,2.755,-0.140,0.050,0.072,1029.6,647.6,276.5,756.0,-1.9,4.1,2.75,0.13,0.87
251,30.689,1029.6,647.6,0.0,0.0,0.050,2.802,-0.074,0.030,0.047,1029.6,647.6,276.5,756.0,0.0,0.0,2.80,0.12,0.87
252,30.700,1032.9,648.9,3.3,1.4,0.068,2.832,-0.031,0.018,0.031,366.8,784.4,726.0,557.8,-662.9,136.8,2.83,0.12,0.86
253,30.710,1032.9,648.9,0.0,0.0,0.079,2.855,-0.009,0.011,0.023,366.8,784.4,726.0,557.8,0.0,0.0,2.85,0.12,0.86
254,30.721,1032.9,648.9,0.0,0.0,0.085,2.870,0.005,0.005,0.015,366.8,784.4,726.0,557.8,0.0,0.0,2.87,0.12,0.86
255,31.181,986.3,651.3,-46.6,2.3,0.077,2.882,0.016,-0.008,0.012,986.3,651.3,293.2,764.6,619.6,-133.2,2.88,0.12,0.89
256,31.190,989.4,649.9,3.0,-1.4,0.066,2.890,0.032,-0.011,0.008,989.4,649.9,281.5,769.1,3.0,-1.4,2.89,0.12,0.88
257,31.203,989.4,649.9,0.0,0.0,0.059,2.895,0.046,-0.007,0.006,989.4,649.9,281.5,769.1,0.0,0.0,2.90,0.12,0.88
258,31.213,989.4,649.9,0.0,0.0,0.053,2.900,0.058,-0.006,0.005,989.4,649.9,281.5,769.1,0.0,0.0,2.90,0.12,0.88
259,31.226,995.6,650.7,6.3,0.8,0.047,2.903,0.067,-0.006,0.003,995.6,650.7,269.8,765.7,6.3,0.8,2.90,0.12,0.87
260,31.681,988.0,644.1,-7.6,-6.6,0.028,2.900,0.053,-0.019,-0.003,988.0,644.1,255.9,757.5,-7.6,-6.6,2.90,0.12,0.89
261,31.688,988.0,644.1,0.0,0.0,0.013,2.898,0.043,-0.015,-0.002,988.0,644.1,255.9,757.5,0.0,0.0,2.90,0.12,0.89
262,31.699,988.0,644.1,0.0,0.0,0.004,2.897,0.035,-0.009,-0.000,988.0,644.1,255.9,757.5,0.0,0.0,2.90,0.12,0.89
263,31.709,988.0,644.1,0.0,0.0,-0.003,2.896,0.026,-0.007,-0.001,988.0,644.1,255.9,757.5,0.0,0.0,2.90,0.12,0.89
264,31.720,988.0,644.1,0.0,0.0,-0.005,2.888,0.004,-0.002,-0.008,988.0,644.1,255.9,757.5,0.0,0.0,2.89,0.11,0.89
265,32.182,991.0,649.4,3.0,5.3,0.007,2.888,-0.015,0.011,-0.000,991.0,649.4,250.2,760.4,3.0,5.3,2.89,0.10,0.88
266,32.194,992.2,643.5,1.2,-5.9,0.013,2.888,-0.028,0.006,-0.000,992.2,643.5,247.9,754.5,1.2,-5.9,2.89,0.10,0.88
267,32.201,992.2,643.5,0.0,0.0,0.015,2.888,-0.037,0.003,0.000,992.2,643.5,247.9,754.5,0.0,0.0,2.89,0.09,0.88
268,32.212,992.2,643.5,0.0,0.0,0.016,2.886,-0.050,0.001,-0.002,992.2,643.5,247.9,754.5,0.0,0.0,2.89,0.09,0.88
269,32.224,992.2,643.5,0.0,0.0,0.009,2.869,-0.058,-0.008,-0.016,992.2,643.5,247.9,754.5,0.0,0.0,2.87,0.09,0.88
270,32.683,1005.8,647.6,13.7,4.1,-0.014,2.837,-0.081,-0.023,-0.032,1005.8,647.6,271.1,768.2,13.7,4.1,2.84,0.10,0.88
271,32.693,1001.6,650.1,-4.3,2.5,-0.031,2.815,-0.096,-0.017,-0.022,1001.6,650.1,248.0,765.7,-4.3,2.5,2.82,0.11,0.88
272,32.704,1001.6,650.1,0.0,0.0,-0.051,2.798,-0.097,-0.020,-0.017,1001.6,650.1,248.0,765.7,0.0,0.0,2.80,0.12,0.88
273,32.717,1000.8,647.5,-0.8,-2.6,-0.077,2.781,-0.093,-0.026,-0.017,1000.8,647.5,247.3,765.9,-0.8,-2.6,2.78,0.13,0.87
274,32.730,1000.8,647.5,0.0,0.0,-0.098,2.772,-0.086,-0.021,-0.009,1000.8,647.5,247.3,765.9,0.0,0.0,2.77,0.13,0.87
275,33.083,999.0,645.7,-1.8,-1.8,-0.116,2.764,-0.096,-0.017,-0.008,999.0,645.7,254.2,764.4,-1.8,-1.8,2.76,0.13,0.88
276,33.097,999.0,645.7,0.0,0.0,-0.126,2.761,-0.101,-0.011,-0.003,999.0,645.7,254.2,764.4,0.0,0.0,2.76,0.13,0.88
277,33.113,999.0,645.7,0.0,0.0,-0.132,2.761,-0.111,-0.006,-0.000,999.0,645.7,254.2,764.4,0.0,0.0,2.76,0.13,0.88
278,33.123,998.8,645.2,-0.2,-0.5,-0.137,2.760,-0.119,-0.005,-0.001,998.8,645.2,254.3,763.0,-0.2,-0.5,2.76,0.13,0.88
279,33.581,996.2,648.9,-2.6,3.8,-0.142,2.749,-0.144,-0.005,-0.011,996.2,648.9,258.6,763.0,-2.6,3.8,2.75,0.14,0.87
280,33.582,996.2,648.9,0.0,0.0,-0.147,2.742,-0.162,-0.005,-0.008,996.2,648.9,258.6,763.0,0.0,0.0,2.74,0.14,0.87
281,33.831,1005.4,646.3,9.2,-2.6,-0.148,2.733,-0.178,-0.001,-0.008,1005.4,646.3,297.7,767.0,9.2,-2.6,2.73,0.14,0.89
282,33.835,1005.4,646.3,0.0,0.0,-0.150,2.726,-0.184,-0.002,-0.008,1005.4,646.3,297.7,767.0,0.0,0.0,2.73,0.14,0.89
283,33.844,999.6,646.6,-5.9,0.3,-0.152,2.720,-0.189,-0.003,-0.006,999.6,646.6,290.1,768.9,-5.9,0.3,2.72,0.14,0.88
284,33.855,999.6,646.6,0.0,0.0,-0.155,2.715,-0.194,-0.003,-0.005,999.6,646.6,290.1,768.9,0.0,0.0,2.72,0.14,0.88
285,33.856,999.6,646.6,0.0,0.0,-0.146,2.718,-0.207,0.009,0.003,999.6,646.6,290.1,768.9,0.0,0.0,2.72,0.14,0.88
286,33.866,999.6,646.6,0.0,0.0,-0.142,2.720,-0.220,0.004,0.002,999.6,646.6,290.1,768.9,0.0,0.0,2.72,0.13,0.88
287,33.876,999.6,646.6,0.0,0.0,-0.141,2.720,-0.230,0.001,0.000,999.6,646.6,290.1,768.9,0.0,0.0,2.72,0.13,0.88
288,34.332,1000.4,646.5,0.8,-0.1,-0.151,2.709,-0.241,-0.010,-0.011,1000.4,646.5,275.9,764.4,0.8,-0.1,2.71,0.14,0.87
289,34.334,367.2,784.2,-633.1,137.6,-0.281,2.608,-0.359,-0.130,-0.101,1000.4,646.5,275.9,764.4,0.0,0.0,2.61,0.10,0.85
290,34.343,367.2,784.2,0.0,0.0,-0.304,2.630,-0.190,-0.023,0.021,1000.4,646.5,275.9,764.4,0.0,0.0,2.63,0.13,0.85
291,34.353,366.3,784.5,-0.9,0.4,-0.322,2.642,-0.081,-0.018,0.012,1000.0,647.6,273.4,764.9,-0.3,1.1,2.64,0.15,0.84
292,34.365,366.3,784.5,0.0,0.0,-0.336,2.649,-0.012,-0.014,0.007,1000.0,647.6,273.4,764.9,0.0,0.0,2.65,0.16,0.84
293,34.376,366.3,784.5,0.0,0.0,-0.348,2.652,0.032,-0.012,0.003,1000.0,647.6,273.4,764.9,0.0,0.0,2.65,0.17,0.84
294,34.832,368.1,784.5,1.8,-0.1,-0.370,2.647,0.056,-0.022,-0.005,1000.4,649.9,271.4,771.2,0.3,2.3,2.65,0.18,0.85
295,34.833,368.1,784.5,0.0,0.0,-0.388,2.642,0.070,-0.017,-0.005,1000.4,649.9,271.4,771.2,0.0,0.0,2.64,0.18,0.85
296,34.844,367.0,784.4,-1.0,-0.1,-0.402,2.638,0.078,-0.014,-0.004,1001.0,649.3,269.2,768.7,0.7,-0.6,2.64,0.19,0.85
297,34.855,367.0,784.4,0.0,0.0,-0.413,2.634,0.082,-0.012,-0.004,1001.0,649.3,269.2,768.7,0.0,0.0,2.63,0.19,0.85
298,34.866,367.0,784.4,0.0,0.0,-0.424,2.630,0.084,-0.011,-0.004,1001.0,649.3,269.2,768.7,0.0,0.0,2.63,0.19,0.85
299,34.876,366.7,784.6,-0.4,0.3,-0.434,2.626,0.084,-0.010,-0.004,1001.0,648.3,267.8,764.6,0.0,-0.9,2.63,0.19,0.86
300,35.332,366.4,784.7,-0.3,0.1,-0.454,2.616,0.078,-0.021,-0.009,366.4,784.7,726.8,555.2,-634.6,136.4,2.62,0.19,0.88
301,35.342,366.4,784.7,0.0,0.0,-0.471,2.609,0.074,-0.016,-0.008,366.4,784.7,726.8,555.2,0.0,0.0,2.61,0.19,0.88
302,35.353,366.4,784.7,0.0,0.0,-0.484,2.603,0.070,-0.013,-0.006,366.4,784.7,726.8,555.2,0.0,0.0,2.60,0.19,0.88
303,35.363,367.3,784.1,0.9,-0.6,-0.495,2.597,0.066,-0.012,-0.005,1000.6,646.0,267.8,759.2,634.2,-138.7,2.60,0.19,0.85
304,35.379,367.3,784.1,0.0,0.0,-0.506,2.592,0.063,-0.010,-0.005,1000.6,646.0,267.8,759.2,0.0,0.0,2.59,0.19,0.85
305,35.832,367.0,785.0,-0.3,0.9,-0.529,2.581,0.054,-0.024,-0.011,998.4,650.3,259.8,762.3,-2.2,4.3,2.58,0.19,0.88
306,35.838,367.0,785.0,0.0,0.0,-0.548,2.572,0.047,-0.018,-0.009,998.4,650.3,259.8,762.3,0.0,0.0,2.57,0.19,0.88
307,35.844,365.5,784.3,-1.5,-0.7,-0.562,2.565,0.042,-0.015,-0.007,996.3,649.2,265.2,760.0,-2.1,-1.2,2.56,0.19,0.87
308,35.854,365.5,784.3,0.0,0.0,-0.575,2.559,0.037,-0.012,-0.006,996.3,649.2,265.2,760.0,0.0,0.0,2.56,0.19,0.87
309,35.865,365.5,784.3,0.0,0.0,-0.586,2.554,0.033,-0.011,-0.005,996.3,649.2,265.2,760.0,0.0,0.0,2.55,0.19,0.87
310,35.878,366.8,783.0,1.2,-1.3,-0.596,2.549,0.030,-0.010,-0.005,998.4,646.1,264.8,761.5,2.1,-3.1,2.55,0.19,0.84
311,36.332,368.8,783.2,2.1,0.2,-0.616,2.539,0.022,-0.021,-0.010,1010.5,650.1,260.3,761.5,12.1,4.0,2.54,0.19,0.84
312,36.337,368.8,783.2,0.0,0.0,-0.633,2.531,0.016,-0.016,-0.008,1010.5,650.1,260.3,761.5,0.0,0.0,2.53,0.19,0.84
313,36.346,368.8,783.2,0.0,0.0,-0.646,2.525,0.011,-0.013,-0.006,1010.5,650.1,260.3,761.5,0.0,0.0,2.52,0.19,0.84
314,36.357,368.8,783.2,0.0,0.0,-0.657,2.519,0.006,-0.012,-0.006,1010.5,650.1,260.3,761.5,0.0,0.0,2.52,0.19,0.84
315,36.369,368.8,783.2,0.0,0.0,-0.668,2.514,0.003,-0.010,-0.005,1010.5,650.1,260.3,761.5,0.0,0.0,2.51,0.19,0.84
316,36.733,366.9,784.9,-1.9,1.7,-0.686,2.506,-0.004,-0.018,-0.009,1039.4,641.8,266.1,769.3,28.9,-8.3,2.51,0.19,0.85
317,36.741,366.9,784.9,0.0,0.0,-0.700,2.499,-0.010,-0.015,-0.007,1039.4,641.8,266.1,769.3,0.0,0.0,2.50,0.19,0.85
318,36.752,366.9,784.9,0.0,0.0,-0.713,2.493,-0.014,-0.012,-0.006,1039.4,641.8,266.1,769.3,0.0,0.0,2.49,0.19,0.85
319,36.983,367.4,785.0,0.5,0.1,-0.729,2.485,-0.021,-0.017,-0.008,1022.9,642.0,296.3,785.7,-16.6,0.2,2.48,0.19,0.87
320,36.992,367.8,784.4,0.4,-0.6,-0.743,2.478,-0.026,-0.014,-0.007,1017.8,638.9,300.1,779.2,-5.0,-3.1,2.48,0.19,0.85
321,37.002,367.8,784.4,0.0,0.0,-0.755,2.473,-0.030,-0.012,-0.006,1017.8,638.9,300.1,779.2,0.0,0.0,2.47,0.19,0.85
322,37.014,367.8,784.4,0.0,0.0,-0.765,2.467,-0.034,-0.010,-0.005,1017.8,638.9,300.1,779.2,0.0,0.0,2.47,0.19,0.85
323,37.024,367.8,785.5,0.0,1.1,-0.775,2.463,-0.038,-0.010,-0.005,1017.9,639.5,298.7,781.5,0.1,0.5,2.46,0.19,0.85
324,37.487,366.6,783.6,-1.2,-1.8,-0.708,2.536,-0.016,0.067,0.073,366.6,783.6,727.1,556.0,-651.4,144.2,2.54,0.16,0.88
325,37.492,366.6,783.6,0.0,0.0,-0.666,2.583,-0.003,0.042,0.047,366.6,783.6,727.1,556.0,0.0,0.0,2.58,0.14,0.88
326,37.497,366.6,783.6,0.0,0.0,-0.640,2.613,0.005,0.025,0.030,366.6,783.6,727.1,556.0,0.0,0.0,2.61,0.13,0.88
327,37.512,366.4,783.8,-0.2,0.2,-0.626,2.632,0.009,0.015,0.019,366.4,783.8,724.5,555.7,-0.2,0.2,2.63,0.12,0.86
