frame,time_s,fused_u,fused_v,du_fused,dv_fused,radar_x,radar_y,radar_z,dx_radar,dy_radar,yolo_cx,yolo_cy,yolo_w,yolo_h,du_yolo,dv_yolo,range_m,vel_mps,confidence
152,14.456,922.7,484.5,0.8,21.5,-0.297,2.464,0.529,0.002,0.039,1458.0,771.3,48.8,106.8,0.0,0.0,2.46,0.29,0.64
153,14.507,913.1,484.4,-9.6,-0.1,-0.378,2.438,0.522,-0.081,-0.026,841.7,615.8,241.7,779.0,-616.4,-155.4,2.44,0.24,0.67
154,14.559,914.5,481.2,1.5,-3.2,-0.355,2.420,0.541,0.023,-0.018,830.3,611.8,258.6,774.4,-11.3,-4.0,2.42,0.32,0.69
155,14.609,913.4,458.8,-1.2,-22.4,-0.365,2.400,0.727,-0.010,-0.020,830.3,611.8,258.6,774.4,0.0,0.0,2.40,0.29,0.76
156,14.662,918.1,470.0,4.7,11.2,-0.339,2.498,0.654,0.027,0.098,824.8,609.9,264.7,774.4,-5.6,-1.9,2.50,0.34,0.77
157,14.711,904.7,409.8,-13.4,-60.2,-0.429,2.376,1.105,-0.090,-0.122,817.0,622.6,273.3,800.9,-7.8,12.7,2.38,0.23,0.79
158,14.758,913.6,441.6,8.9,31.8,-0.344,2.439,0.786,0.086,0.064,800.4,620.1,270.9,800.9,-16.5,-2.5,2.44,0.13,0.80
159,14.809,922.3,471.4,8.6,29.8,-0.310,2.534,0.644,0.033,0.095,797.1,621.2,271.7,805.8,-3.4,1.2,2.53,0.29,0.81
160,14.859,900.4,457.2,-21.8,-14.2,-0.463,2.460,0.787,-0.153,-0.074,787.2,616.6,270.9,796.5,-9.8,-4.6,2.46,0.29,0.82
161,14.908,861.2,532.5,-39.2,75.3,-0.728,2.409,0.164,-0.264,-0.051,781.7,618.3,269.9,799.9,-5.5,1.7,2.41,0.23,0.81
162,14.958,904.0,421.0,42.8,-111.5,-0.453,2.449,1.035,0.274,0.040,767.1,613.9,266.5,795.4,-14.6,-4.3,2.45,0.33,0.83
163,15.011,527.7,721.3,-376.3,300.3,-2.704,1.884,-1.058,-2.251,-0.566,758.2,609.2,280.2,804.5,-8.9,-4.7,1.88,-1.17,0.35
164,15.060,844.5,440.0,316.7,-281.3,-0.872,2.389,0.860,1.832,0.505,751.1,608.1,291.0,805.8,-7.1,-1.1,2.39,-0.23,0.87
165,15.108,829.2,487.7,-15.3,47.7,-0.955,2.344,0.519,-0.082,-0.045,748.0,607.1,295.1,808.3,-3.1,-1.1,2.34,0.25,0.86
166,15.157,906.4,348.8,77.2,-138.9,-0.388,2.257,1.468,0.567,-0.087,744.0,603.7,297.7,805.8,-4.1,-3.4,2.26,-0.15,0.86
167,15.213,882.3,469.0,-24.1,120.2,-0.592,2.512,0.713,-0.204,0.255,739.5,609.6,301.2,815.5,-4.4,5.9,2.51,0.20,0.86
168,15.260,885.4,401.7,3.1,-67.2,-0.537,2.334,1.102,0.054,-0.178,740.3,611.0,302.8,811.5,0.8,1.4,2.33,-0.16,0.87
169,15.308,902.3,399.3,16.8,-2.4,-0.422,2.389,1.119,0.115,0.055,742.9,613.8,300.0,806.2,2.6,2.8,2.39,-0.27,0.86
170,15.357,910.5,466.4,8.2,67.1,-0.425,2.711,0.721,-0.003,0.322,748.4,614.6,289.9,801.4,5.5,0.7,2.71,0.59,0.85
171,15.408,906.3,449.1,-4.2,-17.3,-0.447,2.612,0.843,-0.023,-0.099,754.9,614.7,271.0,790.6,6.5,0.1,2.61,0.39,0.87
172,15.458,906.4,459.3,0.1,10.2,-0.424,2.469,0.645,0.023,-0.143,757.6,610.3,265.2,784.5,2.7,-4.3,2.47,0.05,0.84
173,15.506,911.9,499.0,5.4,39.7,-0.418,2.742,0.373,0.007,0.272,758.8,611.2,254.7,780.7,1.1,0.8,2.74,0.20,0.85
174,15.562,559.5,796.4,-352.3,297.4,-2.341,1.760,-1.425,-1.924,-0.981,766.2,613.3,235.8,784.9,7.5,2.1,1.76,0.59,0.54
175,15.609,916.1,436.2,356.5,-360.3,-0.344,2.506,0.920,1.998,0.746,768.0,614.4,230.5,789.1,1.8,1.1,2.51,-0.00,0.81
176,15.655,929.3,463.3,13.2,27.1,-0.248,2.524,0.677,0.095,0.017,790.3,619.0,246.9,777.3,22.3,4.6,2.52,0.20,0.80
177,15.755,883.1,638.0,-46.2,174.7,-0.681,2.662,-0.876,-0.433,0.139,792.9,621.4,231.5,771.2,2.6,2.4,2.66,-0.20,0.82
178,15.807,917.2,449.4,34.1,-188.6,-0.340,2.454,0.815,0.341,-0.208,797.0,620.7,231.0,770.1,4.1,-0.7,2.45,0.15,0.81
179,15.856,920.9,515.3,3.6,65.9,-0.327,2.597,0.305,0.013,0.142,806.2,621.0,233.6,764.0,9.3,0.3,2.60,0.59,0.81
180,15.905,932.8,445.0,12.0,-70.2,-0.219,2.560,0.868,0.108,-0.036,809.2,619.3,238.5,764.4,3.0,-1.7,2.56,-0.17,0.80
181,15.956,920.4,423.7,-12.5,-21.3,-0.299,2.328,0.979,-0.080,-0.232,811.5,624.3,265.4,771.4,2.2,5.0,2.33,-0.15,0.81
182,16.010,934.8,447.2,14.4,23.4,-0.199,2.492,0.837,0.100,0.164,820.8,622.9,271.3,769.1,9.3,-1.4,2.49,-0.26,0.80
183,16.061,932.3,471.8,-2.5,24.7,-0.229,2.568,0.669,-0.030,0.076,832.4,622.3,253.3,764.4,11.6,-0.6,2.57,0.15,0.80
184,16.105,968.7,528.8,36.4,56.9,0.099,3.039,0.192,0.328,0.470,825.7,624.1,278.9,765.5,-6.7,1.8,3.04,0.00,0.80
185,16.165,925.1,544.1,-43.7,15.3,-0.284,2.545,0.040,-0.383,-0.493,852.6,620.5,282.1,764.2,26.9,-3.6,2.55,0.08,0.85
186,16.206,933.7,505.8,8.6,-38.2,-0.209,2.551,0.335,0.075,0.006,865.4,621.0,266.4,766.1,12.8,0.5,2.55,-0.15,0.84
187,16.259,924.4,486.1,-9.3,-19.8,-0.281,2.461,0.450,-0.072,-0.089,874.7,625.5,252.9,771.4,9.3,4.5,2.46,0.12,0.85
188,16.307,944.9,531.1,20.5,45.0,-0.115,2.535,0.153,0.167,0.073,882.7,627.4,241.2,773.9,8.0,1.9,2.53,-0.59,0.84
189,16.354,988.5,476.5,43.6,-54.6,0.324,3.355,0.786,0.439,0.820,895.1,631.1,221.2,783.0,12.4,3.7,3.36,-0.59,0.85
190,16.404,929.7,473.0,-58.8,-3.5,-0.229,2.351,0.600,-0.554,-1.004,896.4,627.9,217.0,780.7,1.3,-3.3,2.35,0.00,0.85
191,16.456,952.0,493.6,22.2,20.6,-0.057,2.488,0.462,0.172,0.137,899.1,626.6,211.4,773.5,2.7,-1.3,2.49,0.00,0.85
192,16.506,960.5,512.1,8.6,18.6,0.051,2.809,0.374,0.108,0.321,905.0,626.9,208.0,775.8,5.9,0.3,2.81,-0.29,0.85
193,16.558,993.8,520.5,33.2,8.4,0.384,2.962,0.249,0.333,0.152,907.2,620.3,212.3,763.0,2.2,-6.6,2.96,-0.27,0.86
194,16.610,961.1,573.3,-32.6,52.8,0.038,2.700,-0.211,-0.346,-0.262,910.0,623.0,210.6,767.6,2.9,2.7,2.70,-0.00,0.86
195,16.656,951.4,504.3,-9.8,-69.0,-0.061,2.531,0.375,-0.099,-0.169,917.7,623.4,229.0,763.4,7.6,0.4,2.53,0.00,0.82
196,16.711,973.6,537.9,22.2,33.6,0.154,2.952,0.060,0.216,0.421,918.6,626.2,236.3,763.4,0.9,2.7,2.95,-0.30,0.83
197,16.761,962.8,516.2,-10.8,-21.7,0.067,2.662,0.260,-0.087,-0.290,925.1,627.1,251.4,757.7,6.5,0.9,2.66,-0.37,0.83
198,16.809,969.0,539.1,6.2,22.9,0.104,2.749,0.111,0.037,0.087,927.8,630.2,255.0,760.9,2.7,3.1,2.75,-0.46,0.83
199,16.858,962.9,532.8,-6.1,-6.3,0.049,2.681,0.158,-0.055,-0.068,932.0,630.8,265.4,752.4,4.2,0.6,2.68,-0.27,0.83
200,16.911,984.7,507.7,21.8,-25.1,0.265,2.741,0.376,0.216,0.059,933.8,631.7,267.6,747.8,1.8,0.8,2.74,-0.31,0.84
201,16.958,1016.9,502.5,32.2,-5.1,0.533,2.715,0.415,0.268,-0.026,936.7,632.2,273.4,744.2,2.8,0.5,2.71,-0.29,0.84
202,17.008,981.4,527.4,-35.4,24.9,0.224,2.621,0.150,-0.309,-0.094,940.3,632.5,277.9,742.3,3.7,0.3,2.62,-0.41,0.84
203,17.055,1026.4,502.2,44.9,-25.2,0.519,2.645,0.332,0.295,0.025,951.3,631.4,326.9,746.9,11.0,-1.1,2.65,-0.37,0.83
204,17.109,1015.7,579.0,-10.7,76.8,0.412,2.499,-0.162,-0.107,-0.147,953.1,632.5,329.6,749.9,1.7,1.1,2.50,-0.59,0.83
205,17.158,985.4,575.7,-30.3,-3.3,0.176,2.511,-0.301,-0.236,0.012,965.8,635.1,318.3,750.9,12.7,2.6,2.51,-0.20,0.85
206,17.207,976.9,579.1,-8.5,3.4,0.175,2.643,-0.242,-0.002,0.132,971.7,637.7,316.2,757.3,5.9,2.5,2.64,0.08,0.85
207,17.309,1064.7,550.4,87.8,-28.7,1.037,2.957,-0.012,0.863,0.314,997.9,635.3,281.9,745.5,26.2,-2.3,2.96,-0.59,0.86
208,17.360,1076.5,506.9,11.7,-43.5,1.209,3.105,0.418,0.172,0.148,1012.0,639.6,265.6,750.9,14.1,4.2,3.10,-0.59,0.88
209,17.404,959.1,600.4,-117.4,93.5,0.000,2.407,-0.403,-1.209,-0.698,1015.7,637.6,264.7,747.8,3.8,-2.0,2.41,0.00,0.88
210,17.506,944.9,555.8,-14.2,-44.6,-0.115,2.437,-0.049,-0.115,0.030,1023.1,638.8,262.9,746.5,7.4,1.3,2.44,0.59,0.86
211,17.557,959.7,606.6,14.9,50.8,0.005,2.402,-0.434,0.120,-0.035,1031.3,644.9,269.1,743.1,8.2,6.1,2.40,0.38,0.87
212,17.606,960.4,648.0,0.6,41.3,0.010,2.237,-0.723,0.005,-0.165,1035.5,643.4,270.4,741.7,4.1,-1.6,2.24,0.42,0.87
213,17.657,961.3,629.5,1.0,-18.4,0.019,2.386,-0.629,0.009,0.149,1040.2,642.7,276.2,742.1,4.7,-0.6,2.39,0.32,0.85
214,17.707,959.1,605.1,-2.2,-24.5,0.000,2.497,-0.451,-0.019,0.111,1043.4,644.0,278.9,739.1,3.2,1.3,2.50,0.34,0.83
215,17.757,980.7,615.0,21.6,9.9,0.135,2.372,-0.590,0.135,-0.125,1045.5,644.8,280.5,737.9,2.1,0.8,2.37,0.37,0.83
216,17.806,974.6,597.5,-6.1,-17.5,0.141,2.600,-0.390,0.005,0.229,1047.8,646.0,284.7,736.8,2.3,1.2,2.60,0.29,0.83
217,17.858,976.6,654.9,1.9,57.4,0.129,2.435,-0.867,-0.011,-0.166,1048.1,648.7,278.6,734.7,0.3,2.7,2.43,0.38,0.84
218,17.907,1031.2,574.4,54.7,-80.5,0.566,2.342,-0.179,0.437,-0.092,1044.6,651.5,286.5,736.4,-3.5,2.7,2.34,0.37,0.84
219,17.961,748.8,402.7,-282.5,-171.6,-1.514,2.166,1.068,-2.081,-0.176,1045.5,652.9,292.5,732.0,0.9,1.4,2.17,0.00,0.62
220,18.011,1049.5,524.7,300.8,122.0,0.694,2.361,0.195,2.208,0.195,1047.4,654.9,299.3,731.3,1.9,2.0,2.36,0.28,0.85
221,18.057,971.6,593.7,-77.9,69.0,0.095,2.463,-0.351,-0.599,0.102,1053.5,655.5,300.9,727.9,6.0,0.6,2.46,0.24,0.85
222,18.109,1035.2,550.0,63.6,-43.7,0.492,2.468,-0.199,0.397,0.005,1055.2,655.6,303.2,726.0,1.7,0.1,2.47,0.41,0.86
223,18.157,973.2,648.4,-62.0,98.4,0.122,2.464,-0.779,-0.370,-0.003,1058.8,655.4,312.8,722.7,3.7,-0.2,2.46,0.34,0.87
224,18.212,976.4,676.3,3.1,27.9,0.117,2.343,-1.012,-0.005,-0.121,1060.4,654.6,310.3,722.9,1.6,-0.7,2.34,0.38,0.87
225,18.258,991.9,630.7,15.6,-45.7,0.266,2.405,-0.629,0.149,0.061,1074.8,656.5,291.1,718.2,14.4,1.9,2.40,0.28,0.88
226,18.306,975.0,598.1,-17.0,-32.6,0.130,2.517,-0.367,-0.136,0.113,1078.5,657.5,288.5,719.3,3.7,0.9,2.52,0.29,0.88
227,18.356,982.7,714.8,7.8,116.7,0.183,2.325,-1.269,0.054,-0.192,1089.8,658.7,277.6,719.5,11.3,1.2,2.32,0.05,0.88
228,18.407,1003.4,608.2,20.7,-106.6,0.356,2.506,-0.508,0.173,0.181,1100.1,656.9,265.7,718.5,10.3,-1.8,2.51,0.00,0.87
229,18.455,992.5,650.9,-10.9,42.7,0.213,2.268,-0.811,-0.144,-0.237,1105.9,655.9,256.0,719.1,5.9,-0.9,2.27,-0.08,0.87
230,18.506,1026.8,634.9,34.3,-16.0,0.488,2.362,-0.746,0.275,0.093,1115.1,657.2,244.3,721.2,9.1,1.3,2.36,0.05,0.85
231,18.556,1000.8,633.0,-26.0,-1.9,0.379,2.748,-0.747,-0.108,0.386,1122.8,656.0,237.2,723.1,7.8,-1.2,2.75,0.12,0.86
232,18.606,991.3,621.3,-9.6,-11.7,0.302,2.712,-0.616,-0.077,-0.036,1125.3,655.9,229.1,718.7,2.4,-0.1,2.71,-0.00,0.87
233,18.654,1071.6,489.8,80.3,-131.5,1.085,2.909,0.565,0.783,0.197,1144.1,656.2,253.6,719.3,18.8,0.3,2.91,-0.59,0.84
234,18.759,1118.2,551.6,46.6,61.8,1.173,2.519,0.294,0.088,-0.390,1172.2,658.3,280.3,717.2,28.1,2.1,2.52,-0.39,0.83
235,18.807,1165.1,599.6,47.0,48.0,1.423,2.455,-0.028,0.250,-0.064,1174.1,656.8,281.1,719.5,2.0,-1.6,2.46,-0.39,0.84
236,18.962,1140.1,578.5,-25.0,-21.1,1.223,2.229,0.005,-0.200,-0.226,1186.3,655.6,277.6,723.9,12.1,-1.2,2.23,-0.34,0.82
237,19.008,1140.3,530.3,0.1,-48.2,1.302,2.245,0.221,0.078,0.017,1180.9,654.4,271.6,725.8,-5.3,-1.2,2.25,-0.46,0.82
238,19.059,1093.0,482.8,-47.3,-47.5,1.058,2.402,0.529,-0.243,0.156,1174.8,653.9,259.8,729.0,-6.1,-0.5,2.40,-0.42,0.83
239,19.112,1155.0,615.7,62.0,132.9,1.294,2.219,-0.301,0.236,-0.182,1179.2,652.0,264.8,731.1,4.4,-1.9,2.22,-0.28,0.86
